# v5-12 조립 sha 표 · MODE=tpose · ASM2=0 · 칸 108 · D_MM=9
c100-h170-s45_S	8854	518e9d332f38f094b1cc24944f5a0416d2883885e2f986534979c520def818c6
c100-h170-s45_M	9388	d158f47bb3ccc6d516707f692a93c4fdbb6dd2069287a5bedec24bc2d5ee5948
c100-h170-s45_L	10254	b970622b1612c1d2be9c35651f2958090188195cc535324c904187bdff069fbc
c100-h170-s45_XL	11050	e534da4636c8fe32c35b5e8f331244f366ad46138bdda740a866366ed6cf00ab
c100-h170-s50_S	9160	50ecefc3f73c16577016da98cc0fb93e0deefb3a465500837ef4c561d0c77963
c100-h170-s50_M	9286	716befd0328f0c88722a6e677a6a77150fd9bbaf43b53fe52de141ae39939db0
c100-h170-s50_L	10356	88b4b6eb8fc3ddba5d893e3b84ff14e873e5d4481be40c94d896be4c7f3a61ae
c100-h170-s50_XL	11152	a66b7f09872af46ce59d3187a7dd0ef1ce1d563a05d075af551c5585ada27183
c100-h185-s40_S	9308	e81995d399d8df919a911bc08a6a9f8741cf0e437bc4771db8a86ff318860cdb
c100-h185-s40_M	9644	755d028352617ab4e9be9639998cca2d5a4703e459700fe9fcd51a2756b2cd93
c100-h185-s40_L	10518	ac05383468c88aa0f29753aa1447f1c8a8d27212a647c6d925e55093c2615dcb
c100-h185-s40_XL	11322	798487ac898cae8fd78002ce4b2bc994ab16501f2d5175cf3606b77b06b82abb
c100-h185-s45_S	9614	1f82bd89d83d6b5da3fe79b6e326f97bc469412130ae041b4f630c7570555944
c100-h185-s45_M	THROW	목 밑동(벽/지붕 전이)을 못 찾는다 — 갈래 D
c100-h185-s45_L	10518	a1f514cb0203cce2446eea8a3d919ffdfe3e0711f4fc5c7f845496f25b5c4a48
c100-h185-s45_XL	11526	8f8c7f0cd9763b68eddb0fdd0287c8adc2f0975c0e0bc13e9812236c773fc224
c100-h185-s50_S	10022	c20869276ac971222d46f354f55f5795ae739a64c92391a7ee48a0e435e6596c
c100-h185-s50_M	10564	53da1a638cb9722177cfd0b7c026182d5a8d57865fc1436d0cb18a2d63e23404
c100-h185-s50_L	11028	7aea1d2b00c21f9a1bf3c839947eed52222814b59ac5380753fb52196bf713ce
c100-h185-s50_XL	11730	6f008bb0d2e421bc72d361d2fe0fa582b066b9c2abf9841586af85cdd884e412
c122.5-h155-s40_S	8900	41480fc821a45dd3ae2c5182db8efa925792fa186db431af59e225c4fff78939
c122.5-h155-s40_M	9544	f47f009963663271c03ed8178b494151ddddb5093da0f8b8d963b3b0345a34d0
c122.5-h155-s40_L	10434	22fdaa9f5c5884d84c044099e39d822d5bbbe9b172c2551c553d4e833c4a1950
c122.5-h155-s40_XL	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 0.03216mm — 갈래 D
c122.5-h155-s45_S	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.557mm — 갈래 D
c122.5-h155-s45_M	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.977mm — 갈래 D
c122.5-h155-s45_L	10476	d7adb097649c41166b90918cc67cd7ee93f246def5c75440167415da7344d948
c122.5-h155-s45_XL	11458	73641fff4b37647266e1ffc207b49381f9c8fb74640b5768ac6a5b1733a94a7d
c122.5-h155-s50_S	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.745mm — 갈래 D
c122.5-h155-s50_M	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.886mm — 갈래 D
c122.5-h155-s50_L	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.992mm — 갈래 D
c122.5-h155-s50_XL	11390	0ea65920f820cc6848a453baa7630f71eb986b3cf3324f07ce2f1d43eb581ba8
c122.5-h170-s40_S	9308	dd2ce39cf4ca29acb0e9df404b56971d1e1edf5e5fb2ebb42a05f538b77af19e
c122.5-h170-s40_M	9952	33c6f772e7bd679eae3139b3702a140dca65e531641f5591dfa0175c3b80ffce
c122.5-h170-s40_L	10578	3d5d1d9390520cc5bf064e1aa1b33bc429771e2e95d4676924cd57aaf77b4015
c122.5-h170-s40_XL	11492	b7d6dc0a5d238b5c7bd932ef6abc2b9071a0ce985295ca643ce34c18e2e749d0
c122.5-h170-s45_S	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.804mm — 갈래 D
c122.5-h170-s45_M	10156	947752ee9261d9e8e33a282a270dd75a20c233684cc5e17edaa1ad1b1e136aa3
c122.5-h170-s45_L	10944	c6d624d7cefe9b4ba49d1881fdde3ed8311bec60ad3221c10bbf09e037d77cef
c122.5-h170-s45_XL	11594	e8fa8531f7097e2079825772237900a9655f75df8553d57d58ce0538b11a5542
c122.5-h170-s50_S	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 22.59cm — 갈래 D
c122.5-h170-s50_M	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.371mm — 갈래 D
c122.5-h170-s50_L	11046	356737ab5978a92a0ded089a8e61b5b2e81def77c2eb77c3e92359589679dd52
c122.5-h170-s50_XL	11968	271c0481225f1277349b0252be130f3f34bfc42c7c03611ea22bc8f6f9098f16
c122.5-h185-s40_S	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 23.43cm — 갈래 D
c122.5-h185-s40_M	10922	9fc2304861f543e13669697380a34eaa4cb9685cd680e1110e3f9e2e7c446872
c122.5-h185-s40_L	11412	8b420dcbf7e7a94583099b54607a6b7b94b8eb867e86cb6ec4239c2c2d3f2fd9
c122.5-h185-s40_XL	12240	04b7b08aa38759efcc2f1c530c98fec8eabf52d4c4610035ab585d171cdf4695
c122.5-h185-s45_S	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 29.93cm — 갈래 D
c122.5-h185-s45_M	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 26.12cm — 갈래 D
c122.5-h185-s45_L	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 22.58cm — 갈래 D
c122.5-h185-s45_XL	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.801mm — 갈래 D
c122.5-h185-s50_S	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 28.37cm — 갈래 D
c122.5-h185-s50_M	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 29.13cm — 갈래 D
c122.5-h185-s50_L	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 25.42cm — 갈래 D
c122.5-h185-s50_XL	THROW	소매산 실수해 없음 — 암홀 반쪽 22.20cm < 소매산 반폭 22.85cm — 갈래 D
